資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-041-01	邦訳日葡辞書	17027	8552	機	機	機根者	機根者	qiconja		1	1			キ	キコンジャ				"見出し語出現形：qiconja. l, qiconxa."	494r		qi
50-041-01	邦訳日葡辞書	17028	8552	根	根	機根者	機根者	qiconja		2	2			コン	キコンジャ				"見出し語出現形：qiconja. l, qiconxa."	494r		con
50-041-01	邦訳日葡辞書	17029	8552	者	者	機根者	機根者	qiconja		3	1			ジャ	キコンジャ				"見出し語出現形：qiconja. l, qiconxa."	494r		ja
50-041-01	邦訳日葡辞書	17030	8553	機	機	機根者	機根者	qiconxa		1	1			キ	キコンシャ				"見出し語出現形：qiconja. l, qiconxa."	494rＬ		qi
50-041-01	邦訳日葡辞書	17031	8553	根	根	機根者	機根者	qiconxa		2	2			コン	キコンシャ				"見出し語出現形：qiconja. l, qiconxa."	494rＬ		con
50-041-01	邦訳日葡辞書	17032	8553	者	者	機根者	機根者	qiconxa		3	1			シャ	キコンシャ				"見出し語出現形：qiconja. l, qiconxa."	494rＬ		xa
50-041-01	邦訳日葡辞書	17033	8554	肌	肌	肌骨	肌骨	qicot		1	1			キ	キコっ					494r		qi
50-041-01	邦訳日葡辞書	17034	8554	骨	骨	肌骨	肌骨	qicot		2	2			コっ	キコっ					494r		cot
50-041-01	邦訳日葡辞書	17035	8555	吉	吉	吉慶	吉慶	qicqei		1	2			キッ	キッケイ					494r		qic
50-041-01	邦訳日葡辞書	17036	8555	慶	慶	吉慶	吉慶	qicqei		2	2			ケイ	キッケイ					494r		qei
50-041-01	邦訳日葡辞書	17037	8556	吉	吉	吉凶	吉凶	qicqe_		1	2			キッ	キッケゥ					494r		qic
50-041-01	邦訳日葡辞書	17038	8556	凶	凶	吉凶	吉凶	qicqe_		2	2			ケゥ	キッケゥ					494r		qe_
50-041-01	邦訳日葡辞書	17039	8557	_	_	__	__	qicqio_		1	2			キッ	キッキャゥ					494r		qic
50-041-01	邦訳日葡辞書	17040	8557	_	_	__	__	qicqio_		2	2			キャゥ	キッキャゥ					494r		qio_
50-041-01	邦訳日葡辞書	17041	8558	菊	菊	菊花	菊花	qicqua		1	2			キッ	キックヮ					494r		qic
50-041-01	邦訳日葡辞書	17042	8558	花	花	菊花	菊花	qicqua		2	1			クヮ	キックヮ					494r		qua
50-041-01	邦訳日葡辞書	17043	8559	菊	菊	菊	菊	qicu		1	2			キク	キク					494r		qicu
50-041-01	邦訳日葡辞書	17044	8560	菊	菊	菊月	菊月	qicuguet		1	2			キク	キクゲっ					494r		qicu
50-041-01	邦訳日葡辞書	17045	8560	月	月	菊月	菊月	qicuguet		2	2			ゲっ	キクゲっ					494r		guet
50-041-01	邦訳日葡辞書	17046	8561	菊	菊	菊戴	菊戴き	qicuitadaqi	混種語	1	2			キク	キクイタダキ					494r†		qicu
50-041-01	邦訳日葡辞書	17047	8562	菊	菊	菊銘石	菊銘石	qicumeixeqi		1	2			キク	キクメイセキ					495l		qicu
50-041-01	邦訳日葡辞書	17048	8562	銘	銘	菊銘石	菊銘石	qicumeixeqi		2	2			メイ	キクメイセキ					495l		mei
50-041-01	邦訳日葡辞書	17049	8562	石	石	菊銘石	菊銘石	qicumeixeqi		3	2			セキ	キクメイセキ					495l		xeqi
50-041-01	邦訳日葡辞書	17050	8563	菊	菊	菊水	菊水	qicusui		1	2			キク	キクスイ					495l		qicu
50-041-01	邦訳日葡辞書	17051	8563	水	水	菊水	菊水	qicusui		2	2			スイ	キクスイ					495l		sui
50-041-01	邦訳日葡辞書	17052	8564	掬	掬	掬	掬し	qicuxi	混種語	1	2			キクし	キクシ				"見出し語出現形：qicuxi, suru, ita."	495l†		qicuxi
50-041-01	邦訳日葡辞書	17053	8565	菊	菊	菊酒	菊酒	qicuzaqe	混種語	1	2			キク	キクザケ					495l†		qicu
50-041-01	邦訳日葡辞書	17054	8566	菊	菊	菊皿	菊皿	qicuzara	混種語	1	2			キク	キクザラ					495l		qicu
50-041-01	邦訳日葡辞書	17055	8567	菊	菊	菊月	菊月	qicuzzuqi	混種語	1	2			キク	キクヅキ					495l		qicu
50-041-01	邦訳日葡辞書	17056	8568	貴	貴	貴殿	貴殿	qiden		1	1			キ	キデン					495l		qi
50-041-01	邦訳日葡辞書	17057	8568	殿	殿	貴殿	貴殿	qiden		2	2			デン	キデン					495l		den
50-041-01	邦訳日葡辞書	17058	8569	喜	喜	喜怒	喜怒	qido		1	1			キ	キド					495l		qi
50-041-01	邦訳日葡辞書	17059	8569	怒	怒	喜怒	喜怒	qido		2	1			ド	キド					495l		do
50-041-01	邦訳日葡辞書	17060	8570	奇	奇	奇特	奇特	qidocu		1	1			キ	キドク					495l	複合派生項目：qidocuna	qi
50-041-01	邦訳日葡辞書	17061	8570	特	特	奇特	奇特	qidocu		2	2			ドク	キドク					495l	複合派生項目：qidocuna	docu
50-041-01	邦訳日葡辞書	17062	8571	棄	棄	棄破	棄破	qifa		1	1			キ	キハ					495l		qi
50-041-01	邦訳日葡辞書	17063	8571	破	破	棄破	棄破	qifa		2	1			ハ	キハ					495l		fa
50-041-01	邦訳日葡辞書	17064	8572	歸	帰	歸帆	帰帆	qifan		1	1			キ	キハン					495l		qi
50-041-01	邦訳日葡辞書	17065	8572	帆	帆	歸帆	帰帆	qifan		2	2			ハン	キハン					495l		fan
50-041-01	邦訳日葡辞書	17066	8573	貴	貴	貴返	貴返	qifen		1	1			キ	キヘン					495l		qi
50-041-01	邦訳日葡辞書	17067	8573	返	返	貴返	貴返	qifen		2	2			ヘン	キヘン					495l		fen
50-041-01	邦訳日葡辞書	17068	8574	貴	貴	貴邊	貴辺	qifen		1	1			キ	キヘン					495l		qi
50-041-01	邦訳日葡辞書	17069	8574	邊	辺	貴邊	貴辺	qifen		2	2			ヘン	キヘン					495l		fen
50-041-01	邦訳日葡辞書	17070	8575	姫	姫	姫妃	姫妃	qifi		1	1			キ	キヒ					495l†		qi
50-041-01	邦訳日葡辞書	17071	8575	妃	妃	姫妃	姫妃	qifi		2	1			ヒ	キヒ					495l†		fi
50-041-01	邦訳日葡辞書	17072	8576	貴	貴	貴方	貴方	qifo_		1	1			キ	キハゥ					495r		qi
50-041-01	邦訳日葡辞書	17073	8576	方	方	貴方	貴方	qifo_		2	2			ハゥ	キハゥ					495r		fo_
50-041-01	邦訳日葡辞書	17074	8577	危	危	危邦	危邦	qif_		1	1			キ	キホゥ					495r		qi
50-041-01	邦訳日葡辞書	17075	8577	邦	邦	危邦	危邦	qif_		2	2			ホゥ	キホゥ					495r		f_
50-041-01	邦訳日葡辞書	17076	8578	貴	貴	貴報	貴報	qif_		1	1			キ	キホゥ					495r		qi
50-041-01	邦訳日葡辞書	17077	8578	報	報	貴報	貴報	qif_		2	2			ホゥ	キホゥ					495r		f_
50-041-01	邦訳日葡辞書	17078	8579	鋒	鋒	木鋒	木鋒	qif_	混種語	2	2			ホゥ	キホゥ					495r		f_
50-041-01	邦訳日葡辞書	17079	8580	歸	帰	歸本	帰本	qifon		1	1			キ	キホン					495r†		qi
50-041-01	邦訳日葡辞書	17080	8580	本	本	歸本	帰本	qifon		2	2			ホン	キホン					495r†		fon
50-041-01	邦訳日葡辞書	17081	8581	寄	寄	寄附	寄附	qifu		1	1			キ	キフ					495r		qi
50-041-01	邦訳日葡辞書	17082	8581	附	附	寄附	寄附	qifu		2	1			フ	キフ					495r		fu
50-041-01	邦訳日葡辞書	17083	8582	肌	肌	肌膚	肌膚	qifu		1	1			キ	キフ					495r		qi
50-041-01	邦訳日葡辞書	17084	8582	膚	膚	肌膚	肌膚	qifu		2	1			フ	キフ					495r		fu
50-041-01	邦訳日葡辞書	17085	8583	歸	帰	歸服	帰服	qifucu		1	1			キ	キフク					495r		qi
50-041-01	邦訳日葡辞書	17086	8583	服	服	歸服	帰服	qifucu		2	2			フク	キフク					495r		fucu
50-041-01	邦訳日葡辞書	17087	8584	氣	気	氣懸	気懸り	qigacari	混種語	1	1			キ	キガカリ					495r†		qi
50-041-01	邦訳日葡辞書	17088	8585	歸	帰	歸雁	帰雁	qigan		1	1			キ	キガン					495r		qi
50-041-01	邦訳日葡辞書	17089	8585	雁	雁	歸雁	帰雁	qigan		2	2			ガン	キガン					495r		gan
50-041-01	邦訳日葡辞書	17090	8586	氣	気	氣向	気が向き	qigamuqi	混種語	1	1			キ	キガムキ				"見出し語出現形：qigamuqi, uqu, uita."	495r		qi
50-041-01	邦訳日葡辞書	17091	8587	氣	気	氣輕	気軽な	qigaruna	混種語	1	1			キ	キガルナ					495r		qi
50-041-01	邦訳日葡辞書	17092	8588	氣	気	氣嵩	気嵩	qigasa	混種語	1	1			キ	キガサ					495r		qi
50-041-01	邦訳日葡辞書	17093	8589	機	機	機嫌	機嫌	qiguen		1	1			キ	キゲン					495r		qi
50-041-01	邦訳日葡辞書	17094	8589	嫌	嫌	機嫌	機嫌	qiguen		2	2			ゲン	キゲン					495r		guen
50-041-01	邦訳日葡辞書	17095	8590	氣	気	氣氣	気気	qigui		1	1			キ	キギ					496l		qi
50-041-01	邦訳日葡辞書	17096	8590	氣	気	氣氣	気気	qigui		2	1			ギ	キギ					496l		gui
50-041-01	邦訳日葡辞書	17097	8591	菊	菊	黄菊	黄菊	qiguicu	混種語	2	2			ヂク	キギク					496l		guicu
50-041-01	邦訳日葡辞書	17098	8592	氣	気	氣形	気形	qiguio_		1	1			キ	キギャゥ					496l		qi
50-041-01	邦訳日葡辞書	17099	8592	形	形	氣形	気形	qiguio_		2	2			ギャゥ	キギャゥ					496l		guio_
50-041-01	邦訳日葡辞書	17100	8593	綺	綺	綺語	綺語	qigo		1	1			キ	キゴ					496l		qi
50-041-01	邦訳日葡辞書	17101	8593	語	語	綺語	綺語	qigo		2	1			ゴ	キゴ					496l		go
50-041-01	邦訳日葡辞書	17102	8594	貴	貴	貴仰	貴仰	qigo_		1	1			キ	キガゥ					496l†		qi
50-041-01	邦訳日葡辞書	17103	8594	仰	仰	貴仰	貴仰	qigo_		2	2			ガゥ	キガゥ					496l†		go_
50-041-01	邦訳日葡辞書	17104	8595	具	具	木具	木具	qigu	混種語	2	1			グ	キグ					496l		gu
50-041-01	邦訳日葡辞書	17105	8596	氣	気	氣苦	気苦しい	qiguruxij	混種語	1	1			キ	キグルシイ					496l		qi
50-041-01	邦訳日葡辞書	17106	8597	起	起	起臥	起臥	qigua		1	1			キ	キグヮ					496l		qi
50-041-01	邦訳日葡辞書	17107	8597	臥	臥	起臥	起臥	qigua		2	1			グヮ	キグヮ					496l		gua
50-041-01	邦訳日葡辞書	17108	8598	地	地	木地	木地	qigi	混種語	2	1			ヂ	キヂ					496l†	複合派生項目：qigigura	gi
50-041-01	邦訳日葡辞書	17109	8599	歸	帰	歸陣	帰陣	qigin		1	1			キ	キヂン					496l		qi
50-041-01	邦訳日葡辞書	17110	8599	陣	陣	歸陣	帰陣	qigin		2	2			ヂン	キヂン					496l		gin
50-041-01	邦訳日葡辞書	17111	8600	鬼	鬼	鬼女	鬼女	qigio		1	1			キ	キヂョ					496l†		qi
50-041-01	邦訳日葡辞書	17112	8600	女	女	鬼女	鬼女	qigio		2	1			ヂョ	キヂョ					496l†		gio
50-041-01	邦訳日葡辞書	17113	8601	歸	帰	歸住	帰住	qigi_		1	1			キ	キヂュゥ					496l†		qi
50-041-01	邦訳日葡辞書	17114	8601	住	住	歸住	帰住	qigi_		2	2			ヂュゥ	キヂュゥ					496l†		gi_
50-041-01	邦訳日葡辞書	17115	8602	貴	貴	貴意	貴意	qi-i		1	1			キ	キイ					496r		qi
50-041-01	邦訳日葡辞書	17116	8602	意	意	貴意	貴意	qi-i		2	1			イ	キイ					496r		i
50-041-01	邦訳日葡辞書	17117	8603	奇	奇	奇異	奇異	qi-i		1	1			キ	キイ					496r		qi
50-041-01	邦訳日葡辞書	17118	8603	異	異	奇異	奇異	qi-i		2	1			イ	キイ					496r		i
50-041-01	邦訳日葡辞書	17119	8604	歸	帰	歸院	帰院	qi in		1	1			キ	キイン					496r		qi
50-041-01	邦訳日葡辞書	17120	8604	院	院	歸院	帰院	qi in		2	2			イン	キイン					496r		in
50-041-01	邦訳日葡辞書	17121	8605	貴	貴	貴前	貴前	qijen		1	1			キ	キゼン					496r		qi
50-041-01	邦訳日葡辞書	17122	8605	前	前	貴前	貴前	qijen		2	2			ゼン	キゼン					496r		jen
50-041-01	邦訳日葡辞書	17123	8606	歸	帰	歸寺	帰寺	qiji		1	1			キ	キジ					496r		qi
50-041-01	邦訳日葡辞書	17124	8606	寺	寺	歸寺	帰寺	qiji		2	1			ジ	キジ					496r		ji
50-041-01	邦訳日葡辞書	17125	8607	貴	貴	貴寺	貴寺	qiji		1	1			キ	キジ					496r		qi
50-041-01	邦訳日葡辞書	17126	8607	寺	寺	貴寺	貴寺	qiji		2	1			ジ	キジ					496r		ji
50-041-01	邦訳日葡辞書	17127	8608	鬼	鬼	鬼神	鬼神	qijin		1	1			キ	キジン					496r		qi
50-041-01	邦訳日葡辞書	17128	8608	神	神	鬼神	鬼神	qijin		2	2			ジン	キジン					496r		jin
50-041-01	邦訳日葡辞書	17129	8609	歸	帰	歸城	帰城	qijo_		1	1			キ	キジャゥ					496r		qi
50-041-01	邦訳日葡辞書	17130	8609	城	城	歸城	帰城	qijo_		2	2			ジャゥ	キジャゥ					496r		jo_
50-041-01	邦訳日葡辞書	17131	8610	氣	気	氣任	気任せ	qimacaxe	混種語	1	1			キ	キマカセ					496r		qi
50-041-01	邦訳日葡辞書	17132	8611	貴	貴	貴命	貴命	qimei		1	1			キ	キメイ					496r		qi
50-041-01	邦訳日葡辞書	17133	8611	命	命	貴命	貴命	qimei		2	2			メイ	キメイ					496r		mei
50-041-01	邦訳日葡辞書	17134	8612	貴	貴	貴面	貴面	qimen		1	1			キ	キメン					497l		qi
50-041-01	邦訳日葡辞書	17135	8612	面	面	貴面	貴面	qimen		2	2			メン	キメン					497l		men
50-041-01	邦訳日葡辞書	17136	8613	奇	奇	奇妙	奇妙	qime_		1	1			キ	キメゥ					497l	複合派生項目：qime_na.	qi
50-041-01	邦訳日葡辞書	17137	8613	妙	妙	奇妙	奇妙	qime_		2	2			メゥ	キメゥ					497l	複合派生項目：qime_na.	me_
50-041-01	邦訳日葡辞書	17138	8614	奇	奇	奇妙不思議	奇妙不思議	qime_ fuxigui		1	1			キ	キメゥフシギ					497l		qi
50-041-01	邦訳日葡辞書	17139	8614	妙	妙	奇妙不思議	奇妙不思議	qime_ fuxigui		2	2			メゥ	キメゥフシギ					497l		me_
50-041-01	邦訳日葡辞書	17140	8614	不	不	奇妙不思議	奇妙不思議	qime_ fuxigui		3	1			フ	キメゥフシギ					497l		fu
50-041-01	邦訳日葡辞書	17141	8614	思	思	奇妙不思議	奇妙不思議	qime_ fuxigui		4	1			シ	キメゥフシギ					497l		xi
50-041-01	邦訳日葡辞書	17142	8614	議	議	奇妙不思議	奇妙不思議	qime_ fuxigui		5	1			ギ	キメゥフシギ					497l		gui
50-041-01	邦訳日葡辞書	17143	8615	起	起	起滅	起滅	qimet		1	1			キ	キメっ					497l		qi
50-041-01	邦訳日葡辞書	17144	8615	滅	滅	起滅	起滅	qimet		2	2			メっ	キメっ					497l		met
50-041-01	邦訳日葡辞書	17145	8616	氣	気	氣味	気味	qimi		1	1			キ	キミ					497l		qi
50-041-01	邦訳日葡辞書	17146	8616	味	味	氣味	気味	qimi		2	1			ミ	キミ					497l		mi
50-041-01	邦訳日葡辞書	17147	8617	歸	帰	歸命	帰命	qimio_		1	1			キ	キミャゥ					497l		qi
50-041-01	邦訳日葡辞書	17148	8617	命	命	歸命	帰命	qimio_		2	2			ミャゥ	キミャゥ					497l		mio_
50-041-01	邦訳日葡辞書	17149	8618	鬼	鬼	鬼門	鬼門	qimon		1	1			キ	キモン					497l†		qi
50-041-01	邦訳日葡辞書	17150	8618	門	門	鬼門	鬼門	qimon		2	2			モン	キモン					497l†		mon
50-041-01	邦訳日葡辞書	17151	8619	器	器	器物	器物	qimot		1	1			キ	キモっ					497l		qi
50-041-01	邦訳日葡辞書	17152	8619	物	物	器物	器物	qimot		2	2			モっ	キモっ					497l		mot
50-041-01	邦訳日葡辞書	17153	8620	歸	帰	歸夢	帰夢	qimu		1	1			キ	キム					497l		qi
50-041-01	邦訳日葡辞書	17154	8620	夢	夢	歸夢	帰夢	qimu		2	1			ム	キム					497l		mu
50-041-01	邦訳日葡辞書	17155	8621	氣	気	氣	気むら	qimurana	混種語	1	1			キ	キムラナ					497l		qi
50-041-01	邦訳日葡辞書	17156	8622	氣	気	氣	気むさい	qimusai	混種語	1	1			キ	キムサイ					497l	"複合派生項目：qimusaina, qimusaini, qimusasa"	qi
50-041-01	邦訳日葡辞書	17157	8623	金	金	金	金	qin		1	2			キン	キン					497r†		qin
50-041-01	邦訳日葡辞書	17158	8624	磬	磬	磬	磬	qin		1	2			キン	キン					497r		qin
50-041-01	邦訳日葡辞書	17159	8625	琴	琴	琴	琴	qin		1	2			キン	キン					497r	2項目を統合	qin
50-041-01	邦訳日葡辞書	17160	8626	畿	畿	畿内	畿内	qinai		1	1			キ	キナイ					497r		qi
50-041-01	邦訳日葡辞書	17161	8626	内	内	畿内	畿内	qinai		2	2			ナイ	キナイ					497r		nai
50-041-01	邦訳日葡辞書	17162	8627	危	危	危難	危難	qinan		1	1			キ	キナン					497r		qi
50-041-01	邦訳日葡辞書	17163	8627	難	難	危難	危難	qinan		2	2			ナン	キナン					497r		nan
50-041-01	邦訳日葡辞書	17164	8628	奇	奇	奇	奇なる	qinaru	混種語	1	1			キ	キナル					497r		qi
50-041-01	邦訳日葡辞書	17165	8629	金	金	金箔	金箔	qinbacu		1	2			キン	キンバク					497r		qin
50-041-01	邦訳日葡辞書	17166	8629	箔	箔	金箔	金箔	qinbacu		2	2			バク	キンバク					497r		bacu
50-041-01	邦訳日葡辞書	17167	8630	金	金	金屏	金屏	qinbio_		1	2			キン	キンビャゥ					497r		qin
50-041-01	邦訳日葡辞書	17168	8630	屏	屏	金屏	金屏	qinbio_		2	2			ビャゥ	キンビャゥ					497r		bio_
50-041-01	邦訳日葡辞書	17169	8631	金	金	金覆輪	金覆輪	qinbucurin		1	2			キン	キンブクリン					497r		qin
50-041-01	邦訳日葡辞書	17170	8631	覆	覆	金覆輪	金覆輪	qinbucurin		2	2			ブク	キンブクリン					497r		bucu
50-041-01	邦訳日葡辞書	17171	8631	輪	輪	金覆輪	金覆輪	qinbucurin		3	2			リン	キンブクリン					497r		rin
50-041-01	邦訳日葡辞書	17172	8632	金	金	金柑	金柑	qinca		1	2			キン	キンカ					497r		qin
50-041-01	邦訳日葡辞書	17173	8632	柑	柑	金柑	金柑	qinca		2	1			カ	キンカ					497r		ca
50-041-01	邦訳日葡辞書	17174	8633	禁	禁	禁誡	禁誡	qincai		1	2			キン	キンカイ					497r		qin
50-041-01	邦訳日葡辞書	17175	8633	誡	誡	禁誡	禁誡	qincai		2	2			カイ	キンカイ					497r		cai
50-041-01	邦訳日葡辞書	17176	8634	金	金	金柑	金柑	qincan		1	2			キン	キンカン					497r		qin
50-041-01	邦訳日葡辞書	17177	8634	柑	柑	金柑	金柑	qincan		2	2			カン	キンカン					497r		can
50-041-01	邦訳日葡辞書	17178	8635	巾	巾	巾着	巾着	qinchacu		1	2			キン	キンチャク					497r		qin
50-041-01	邦訳日葡辞書	17179	8635	着	着	巾着	巾着	qinchacu		2	2			チャク	キンチャク					497r		chacu
50-041-01	邦訳日葡辞書	17180	8636	錦	錦	錦帳	錦帳	qincho_		1	2			キン	キンチャゥ					497r		qin
50-041-01	邦訳日葡辞書	17181	8636	帳	帳	錦帳	錦帳	qincho_		2	2			チャゥ	キンチャゥ					497r		cho_
50-041-01	邦訳日葡辞書	17182	8637	金	金	金打	金打	qincho_		1	2			キン	キンチャゥ					497r		qin
50-041-01	邦訳日葡辞書	17183	8637	打	打	金打	金打	qincho_		2	2			チャゥ	キンチャゥ					497r		cho_
50-041-01	邦訳日葡辞書	17184	8638	今	今	今朝	今朝	qinch_		1	2			キン	キンチョゥ					498l†		qin
50-041-01	邦訳日葡辞書	17185	8638	朝	朝	今朝	今朝	qinch_		2	2			チョゥ	キンチョゥ					498l†		ch_
50-041-01	邦訳日葡辞書	17186	8639	金	金	金鳥	金鳥	qinch_		1	2			キン	キンチョゥ					498l†		qin
50-041-01	邦訳日葡辞書	17187	8639	鳥	鳥	金鳥	金鳥	qinch_		2	2			チョゥ	キンチョゥ					498l†		ch_
50-041-01	邦訳日葡辞書	17188	8640	禁	禁	禁中	禁中	qinch_		1	2			キン	キンチュゥ					498l		qin
50-041-01	邦訳日葡辞書	17189	8640	中	中	禁中	禁中	qinch_		2	2			チュゥ	キンチュゥ					498l		ch_
50-041-01	邦訳日葡辞書	17190	8641	金	金	金口	金口	qinc_		1	2			キン	キンコゥ					498l		qin
50-041-01	邦訳日葡辞書	17191	8641	口	口	金口	金口	qinc_		2	2			コゥ	キンコゥ					498l		c_
50-041-01	邦訳日葡辞書	17192	8642	禁	禁	禁好物	禁好物	qinco_mot		1	2			キン	キンカゥモっ					498l		qin
50-041-01	邦訳日葡辞書	17193	8642	好	好	禁好物	禁好物	qinco_mot		2	2			カゥ	キンカゥモっ					498l		co_
50-041-01	邦訳日葡辞書	17194	8642	物	物	禁好物	禁好物	qinco_mot		3	2			モっ	キンカゥモっ					498l		mot
50-041-01	邦訳日葡辞書	17195	8643	筋	筋	筋骨	筋骨	qincot		1	2			キン	キンコっ					498l		qin
50-041-01	邦訳日葡辞書	17196	8643	骨	骨	筋骨	筋骨	qincot		2	2			コっ	キンコっ					498l		cot
50-041-01	邦訳日葡辞書	17197	8644	金	金	金句	金句	qincu		1	2			キン	キンク					498l		qin
50-041-01	邦訳日葡辞書	17198	8644	句	句	金句	金句	qincu		2	1			ク	キンク					498l		cu
50-041-01	邦訳日葡辞書	17199	8645	禁	禁	禁句	禁句	qincu		1	2			キン	キンク					498l		qin
50-041-01	邦訳日葡辞書	17200	8645	句	句	禁句	禁句	qincu		2	1			ク	キンク					498l		cu
50-041-01	邦訳日葡辞書	17201	8646	達	達	公達	公達	qindachi	混種語	2	2			ダチ	キンダチ					498l		dachi
50-041-01	邦訳日葡辞書	17202	8647	近	近	近代	近代	qindai		1	2			キン	キンダイ					498l		qin
50-041-01	邦訳日葡辞書	17203	8647	代	代	近代	近代	qindai		2	2			ダイ	キンダイ					498l		dai
